user,password,credit
user278,password278,74.1
user279,password279,131.62
user280,password280,91.98
user281,password281,39.81
user282,password282,40.75
user283,password283,132.43
user284,password284,70.12
user285,password285,58.06
user286,password286,100.11
user287,password287,66.82
user288,password288,94.52
user289,password289,43.37
user290,password290,100.52
user291,password291,39.01
user292,password292,37.64
user293,password293,24.42
user294,password294,142.63
user295,password295,177.84
user296,password296,13.44
user297,password297,76.56
user298,password298,95.51
user299,password299,5.06
user300,password300,30.58
user301,password301,89.37
user302,password302,104.73
user303,password303,197.13
user304,password304,38.36
user305,password305,165.41
user306,password306,151.22
user307,password307,8.3
user308,password308,56.72
user309,password309,102.45
user310,password310,32.3
user311,password311,104.36
user312,password312,9.91
user313,password313,45.41
user314,password314,65.58
user315,password315,3.59
user316,password316,106.92
user317,password317,48.4
user318,password318,12.1
user319,password319,129.41
user320,password320,49.43
user321,password321,130.79
user322,password322,149.7
user323,password323,81.47
user324,password324,186.98
user325,password325,48.2
user326,password326,45.61
user327,password327,35.34
user328,password328,17.05
user329,password329,86.4
user330,password330,67.92
user331,password331,32.71
user332,password332,156.91
user333,password333,36.75
user334,password334,136.44
user335,password335,33.43
user336,password336,73.28
user337,password337,94.66
user338,password338,0.44
user339,password339,35.23
user340,password340,52.97
user341,password341,73.96
user342,password342,106.35
user343,password343,24.62
user344,password344,28.95
user345,password345,226.49
user346,password346,140.89
user347,password347,91.6
user348,password348,19.13
user349,password349,80.33
user350,password350,188.75
user351,password351,147.39
user352,password352,67.73
user353,password353,38
user354,password354,19.28
user355,password355,157.79
user356,password356,59.62
user357,password357,117.36
user358,password358,15.56
user359,password359,191.89
user360,password360,19.53
user361,password361,259.23
user362,password362,131.4
user363,password363,63.55
user364,password364,43
user365,password365,16.93
user366,password366,61.22
user367,password367,67.83
user368,password368,56.8
user369,password369,57.25
user370,password370,136.33
user371,password371,38.87
user372,password372,27.79
user373,password373,82.31
user374,password374,6.88
user375,password375,116.77
user376,password376,0.83
user377,password377,12.89
user378,password378,14.59
user379,password379,16.39
user380,password380,176.36
user381,password381,76.26
user382,password382,111.14
user383,password383,92.32
user384,password384,16.43
user385,password385,115.48
user386,password386,5.65
user387,password387,212.94
user388,password388,34.48
user389,password389,190.5
user390,password390,81.12
user391,password391,132.4
user392,password392,61.56
user393,password393,109.17
user394,password394,30.66
user395,password395,11.02
user396,password396,92.43
user397,password397,159.29
user398,password398,4.5
user399,password399,71.51
user400,password400,86.52
user401,password401,107.44
user402,password402,189.57
user403,password403,60.3
user404,password404,39.09
user405,password405,41.62
user406,password406,37.57
user407,password407,36.66
user408,password408,29.57
user409,password409,144.18
user410,password410,69.75
user411,password411,38.82
user412,password412,65.25
user413,password413,112.48
user414,password414,77.21
user415,password415,50.81
user416,password416,52.36
user417,password417,101.78
user418,password418,25.12
user419,password419,143
user420,password420,170.91
user421,password421,143.51
user422,password422,71.04
user423,password423,6.51
user424,password424,175.95
user425,password425,56.97
user426,password426,161.23
user427,password427,163.73
user428,password428,77.96
user429,password429,64.12
user430,password430,68.11
user431,password431,203.33
user432,password432,50.1
user433,password433,153.18
user434,password434,2.5
user435,password435,59.3
user436,password436,19.82
user437,password437,89.2
user438,password438,2.57
user439,password439,64.77
user440,password440,64.64
user441,password441,43.38
user442,password442,177.26
user443,password443,1.83
user444,password444,85.28
user445,password445,20.52
user446,password446,300.8
user447,password447,136.61
user448,password448,42.41
user449,password449,23.68
user450,password450,234.27
user451,password451,96.17
user452,password452,60.44
user453,password453,75.29
user454,password454,155.56
user455,password455,145.39
user456,password456,5.63
user457,password457,50.94
user458,password458,209.79
user459,password459,100.44
user460,password460,53.58
user461,password461,45.3
user462,password462,216.54
user463,password463,124.57
user464,password464,59.55
user465,password465,0.49
user466,password466,27.94
user467,password467,70.59
user468,password468,62.8
user469,password469,148.02
user470,password470,108.34
user471,password471,81.32
user472,password472,161.89
user473,password473,10.97
user474,password474,44.09
user475,password475,135.1
user476,password476,131.86
user477,password477,36.44
user478,password478,23.35
user479,password479,119.4
user480,password480,2.79
user481,password481,35.73
user482,password482,114.68
user483,password483,51.74
user484,password484,36.21
user485,password485,235.06
user486,password486,244.65
user487,password487,16.67
user488,password488,104.37
user489,password489,197.29
user490,password490,51.47
user491,password491,109.06
user492,password492,228.47
user493,password493,88.56
user494,password494,11.11
user495,password495,381.03
user496,password496,110.89
user497,password497,30.76
user498,password498,110.69
user499,password499,34.77
user500,password500,87.33
user501,password501,7.73
user502,password502,29.69
user503,password503,118.32
user504,password504,1.13
user505,password505,99.16
user506,password506,159.4
user507,password507,137.27
user508,password508,24.96
user509,password509,115.94
user510,password510,111.42
user511,password511,252.85
user512,password512,93.59
user513,password513,96.72
user514,password514,4.75
user515,password515,40.37
user516,password516,23.15
user517,password517,42.24
user518,password518,37.41
user519,password519,36.6
user520,password520,119.01
user521,password521,73.73
user522,password522,29.07
user523,password523,88.48
user524,password524,20.8
user525,password525,4.77
user526,password526,168.45
user527,password527,14.42
user528,password528,118.02
user529,password529,68.14
user530,password530,14.32
user531,password531,119.23
user532,password532,116.92
user533,password533,7.92
user534,password534,45.18
user535,password535,164.2
user536,password536,76.96
user537,password537,30.34
user538,password538,128.17
user539,password539,60.22
user540,password540,30.7
user541,password541,41.84
user542,password542,35.51
user543,password543,51.35
user544,password544,1.86
user545,password545,131.84
user546,password546,6.58
user547,password547,70.03
user548,password548,53.73
user549,password549,220.18
user550,password550,39.2
user551,password551,49.7
user552,password552,22.49
user553,password553,111.71
user554,password554,39.5
user555,password555,154.98
user556,password556,74.35
user557,password557,233.17
user558,password558,81.22
user559,password559,50.13
user560,password560,51.09
user561,password561,121.54
user562,password562,2.26
user563,password563,70.12
user564,password564,58.75
user565,password565,60.67
user566,password566,109.66
user567,password567,24.75
user568,password568,15.99
user569,password569,62.58
user570,password570,90.04
user571,password571,99.42
user572,password572,84.93
user573,password573,80.57
user574,password574,46.76
user575,password575,84.84
user576,password576,98.68
user577,password577,57.56
user578,password578,202.48
user579,password579,196.24
user580,password580,116.49
user581,password581,137.65
user582,password582,16.77
user583,password583,158.46
user584,password584,167.79
user585,password585,48.83
user586,password586,87.87
user587,password587,14.49
user588,password588,46.9
user589,password589,37.62
user590,password590,76.1
user591,password591,29.33
user592,password592,13.48
user593,password593,139.38
user594,password594,103.7
user595,password595,211.43
user596,password596,76.83
user597,password597,81.62
user598,password598,43.61
user599,password599,90.47
user600,password600,76.31
user601,password601,34.11
user602,password602,150.24
user603,password603,52.83
user604,password604,54.22
user605,password605,13.67
user606,password606,113.67
user607,password607,149.66
user608,password608,22.34
user609,password609,200.17
user610,password610,22.17
user611,password611,16.44
user612,password612,33.26
user613,password613,38.52
user614,password614,139.88
user615,password615,267.57
user616,password616,42.37
user617,password617,29.86
user618,password618,179.23
user619,password619,24.8
user620,password620,24.73
user621,password621,25.55
user622,password622,178.69
user623,password623,178.47
user624,password624,176.36
user625,password625,68.96
user626,password626,110.07
user627,password627,71.45
user628,password628,24.65
user629,password629,31.98
user630,password630,136.26
user631,password631,122.79
user632,password632,51.12
user633,password633,73.12
user634,password634,1.98
user635,password635,157.29
user636,password636,70.33
user637,password637,71.59
user638,password638,46.52
user639,password639,97.39
user640,password640,55.92
user641,password641,243.26
user642,password642,34.05
user643,password643,71.3
user644,password644,65.9
user645,password645,3.64
user646,password646,159.33
user647,password647,84.78
user648,password648,185.04
user649,password649,32.37
user650,password650,25.52
user651,password651,6.09
user652,password652,82.35
user653,password653,182.97
user654,password654,142.99
user655,password655,25.41
user656,password656,293.98
user657,password657,0.24
user658,password658,50.97
user659,password659,108.47
user660,password660,70.48
user661,password661,33.1
user662,password662,97.63
user663,password663,84.33
user664,password664,97.06
user665,password665,177.15
user666,password666,32.25
user667,password667,133.88
user668,password668,68.82
user669,password669,7.13
user670,password670,218.98
user671,password671,115.77
user672,password672,118.17
user673,password673,52.74
user674,password674,145.66
user675,password675,57.3
user676,password676,143.34
user677,password677,105.52
user678,password678,73.31
user679,password679,21.09
user680,password680,99.89
user681,password681,107.79
user682,password682,119.9
user683,password683,21.66
user684,password684,14.31
user685,password685,106.58
user686,password686,42.86
user687,password687,65.62
user688,password688,95.94
user689,password689,155.61
user690,password690,104.08
user691,password691,93.06
user692,password692,7.54
user693,password693,196.72
user694,password694,75.59
user695,password695,46.11
user696,password696,14.51
user697,password697,244.23
user698,password698,58.03
user699,password699,65.51
user700,password700,30.45
user701,password701,70.76
user702,password702,197.16
user703,password703,9
user704,password704,1.4
user705,password705,112.35
user706,password706,134.41
user707,password707,152.32
user708,password708,42.2
user709,password709,136.09
user710,password710,175.38
user711,password711,156.84
user712,password712,129.68
user713,password713,23.76
user714,password714,122.42
user715,password715,32.78
user716,password716,241.25
user717,password717,31.38
user718,password718,165.99
user719,password719,13.1
user720,password720,109.59
user721,password721,48.93
user722,password722,77.89
user723,password723,174.36
user724,password724,7.84
user725,password725,97.56
user726,password726,7.07
user727,password727,151.86
user728,password728,86.38
user729,password729,50.16
user730,password730,35.48
user731,password731,48.84
user732,password732,93.63
user733,password733,106.24
user734,password734,98.38
user735,password735,42.42
user736,password736,45.13
user737,password737,92.51
user738,password738,19.86
user739,password739,119.49
user740,password740,49.55
user741,password741,224.52
user742,password742,133.54
user743,password743,128.28
user744,password744,69.08
user745,password745,96.71
user746,password746,134.58
user747,password747,103.37
user748,password748,81.18
user749,password749,180.17
user750,password750,177.15
user751,password751,145.47
user752,password752,84.57
user753,password753,125.05
user754,password754,66.73
user755,password755,129.08
user756,password756,203.5
user757,password757,202.13
user758,password758,100.6
user759,password759,81.71
user760,password760,66.4
user761,password761,1.13
user762,password762,61.97
user763,password763,128.12
user764,password764,12.43
user765,password765,17.57
user766,password766,169.28
user767,password767,64.21
user768,password768,128.22
user769,password769,14.05
user770,password770,111.25
user771,password771,33.97
user772,password772,166.48
user773,password773,92.89
user774,password774,141.68
user775,password775,6.27
user776,password776,98.09
user777,password777,108.72
user778,password778,13.93
user779,password779,38.63
user780,password780,112.36
user781,password781,75.98
user782,password782,114.9
user783,password783,84.25
user784,password784,39.14
user785,password785,89.14
user786,password786,133.53
user787,password787,39.81
user788,password788,11.16
user789,password789,67.57
user790,password790,78.86
user791,password791,8.7
user792,password792,138.23
user793,password793,16.85
user794,password794,82.32
user795,password795,22.09
user796,password796,102.94
user797,password797,1.09
user798,password798,122.5
user799,password799,259.61
user800,password800,116.91
user801,password801,108.69
user802,password802,182.61
user803,password803,99.53
user804,password804,1.19
user805,password805,59.96
user806,password806,17.79
user807,password807,42.6
user808,password808,99.67
user809,password809,72.77
user810,password810,172.66
user811,password811,35.34
user812,password812,72.68
user813,password813,66.83
user814,password814,242.43
user815,password815,23.54
user816,password816,197.96
user817,password817,79.68
user818,password818,170.93
user819,password819,166.37
user820,password820,49.11
user821,password821,17.41
user822,password822,96.13
user823,password823,29.38
user824,password824,8.1
user825,password825,18.37
user826,password826,16.63
user827,password827,126.96
user828,password828,234.95
user829,password829,141.2
user830,password830,1.7
user831,password831,54.43
user832,password832,180.01
user833,password833,101.14
user834,password834,56.37
user835,password835,20.54
user836,password836,116.55
user837,password837,223.63
user838,password838,30.23
user839,password839,104.25
user840,password840,98.35
user841,password841,200.57
user842,password842,207.06
user843,password843,305.57
user844,password844,26.14
user845,password845,45.44
user846,password846,15.76
user847,password847,93.34
user848,password848,30.28
user849,password849,195.62
user850,password850,35.35
user851,password851,45.04
user852,password852,65.96
user853,password853,103.14
user854,password854,237.1
user855,password855,32.46
user856,password856,94.43
user857,password857,76.59
user858,password858,95.38
user859,password859,39.8
user860,password860,31.12
user861,password861,79.61
user862,password862,98.64
user863,password863,79.45
user864,password864,30.88
user865,password865,36.14
user866,password866,139.88
user867,password867,5.61
user868,password868,169.89
user869,password869,23.19
user870,password870,11.91
user871,password871,177.25
user872,password872,34.34
user873,password873,62.3
user874,password874,43.95
user875,password875,50.53
user876,password876,18.6
user877,password877,17.64
user878,password878,91.58
user879,password879,32.02
user880,password880,36.67
user881,password881,94.06
user882,password882,63.47
user883,password883,6.25
user884,password884,18.28
user885,password885,110.36
user886,password886,175.2
user887,password887,95.38
user888,password888,164.41
user889,password889,86.67
user890,password890,26.64
user891,password891,22.24
user892,password892,27.69
user893,password893,139.43
user894,password894,65.89
user895,password895,66.05
user896,password896,1.33
user897,password897,93.15
user898,password898,121.47
user899,password899,208.83
user900,password900,52.62
user901,password901,154.14
user902,password902,19.43
user903,password903,26.44
user904,password904,111.87
user905,password905,65.1
user906,password906,103.29
user907,password907,65.92
user908,password908,23.78
user909,password909,71.53
user910,password910,93.85
user911,password911,9.54
user912,password912,46.28
user913,password913,146.89
user914,password914,15.27
user915,password915,177.38
user916,password916,64.81
user917,password917,19.98
user918,password918,68.92
user919,password919,3.61
user920,password920,194.35
user921,password921,73.72
user922,password922,232.13
user923,password923,34.89
user924,password924,113.39
user925,password925,42.13
user926,password926,92.46
user927,password927,100.71
user928,password928,18.95
user929,password929,93.39
user930,password930,34.39
user931,password931,81.4
user932,password932,91.53
user933,password933,17.19
user934,password934,240.22
user935,password935,79.59
user936,password936,216.91
user937,password937,5.84
user938,password938,135.49
user939,password939,36.76
user940,password940,93.45
user941,password941,4.16
user942,password942,67.61
user943,password943,86.64
user944,password944,23.52
user945,password945,93.4
user946,password946,81.33
user947,password947,134.83
user948,password948,225.19
user949,password949,49.37
user950,password950,47.41
user951,password951,119.37
user952,password952,11.64
user953,password953,52.49
user954,password954,21.44
user955,password955,13.44
user956,password956,16.85
user957,password957,96.47
user958,password958,40.88
user959,password959,46.64
user960,password960,223.98
user961,password961,79.51
user962,password962,2
user963,password963,251.44
user964,password964,221.1
user965,password965,148.88
user966,password966,116.08
user967,password967,145.77
user968,password968,218.99
user969,password969,73.91
user970,password970,34.4
user971,password971,45.59
user972,password972,87.81
user973,password973,95.85
user974,password974,70.58
user975,password975,299.69
user976,password976,96.11
user977,password977,38.02
user978,password978,50.51
user979,password979,202.71
user980,password980,6.46
user981,password981,46.37
user982,password982,7.48
user983,password983,48.68
user984,password984,74.89
user985,password985,46.42
user986,password986,12.94
user987,password987,81.55
user988,password988,4.02
user989,password989,78.14
user990,password990,67.65
user991,password991,48.27
user992,password992,66.91
user993,password993,51.28
user994,password994,104.89
user995,password995,12.11
user996,password996,31.33
user997,password997,88.07
user998,password998,41.93
user999,password999,148.28
user1000,password1000,69.73
